taxid	name	rank	species_taxid	species_name	ogt	regime	ogt_match_type	ogt_row_count	ogt_temp_min	ogt_temp_max	ogt_raw_temps	ogt_sources	ogt_source_ids	ogt_parse_modes	ogt_has_range	ogt_range_count	ogt_source_taxids	superkingdom	phylum	class	order	family	genus
47496	Pedomicrobium australicum	species	47496	Pedomicrobium australicum	30.5	meso	exact_taxid	1	30.5	30.5	30.5	Tempura	Tempura6569	point	no	0	47496	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
47497	Pedomicrobium ferrugineum	species	47497	Pedomicrobium ferrugineum	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3951	point	no	0	47497	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
47678	Bacteroides caccae	species	47678	Bacteroides caccae	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Lyubetsky et al., 2020	Lyu503	point	no	0	47678	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
47679	Sporomusa sphaeroides	species	47679	Sporomusa sphaeroides	34.0	meso	exact_taxid	1	34.0	34.0	34.0	Tempura	Tempura1872	point	no	0	47679	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa
47834	Spiroplasma kunkelii	species	47834	Spiroplasma kunkelii	30.5	meso	exact_taxid	2	30.0	31.0	30.0;31.0	Lyubetsky et al., 2020;Tempura	Lyu417;Tempura7466	point	no	0	47834	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma
47845	Brachybacterium alimentarium	species	47845	Brachybacterium alimentarium	28.0	meso	species_taxid	1	28.0	28.0	28	BacDive	3909	point	no	0	1255638	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
47846	Brachybacterium conglomeratum	species	47846	Brachybacterium conglomeratum	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	3906	point	no	0	47846	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
47847	Brachybacterium nesterenkovii	species	47847	Brachybacterium nesterenkovii	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	3903	point	no	0	47847	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
47848	Brachybacterium tyrofermentans	species	47848	Brachybacterium tyrofermentans	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	3910	point	no	0	47848	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
47849	Dactylosporangium thailandense	species	47849	Dactylosporangium thailandense	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7870	point	no	0	47849	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium
47850	Micromonospora aurantiaca	species	47850	Micromonospora aurantiaca	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7965	point	no	0	47850	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47854	Micromonospora chersina	species	47854	Micromonospora chersina	40.5	meso	exact_taxid	3	28.0	40.5	28;40.5;40.5	BacDive;Tempura;ThermoBase	7981;ThermoBase1046;Tempura1388	point	no	0	47854	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47856	Micromonospora coerulea	species	47856	Micromonospora coerulea	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7889	point	no	0	47856	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47864	Micromonospora halophytica	species	47864	Micromonospora halophytica	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7964	point	no	0	47864	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47865	Micromonospora inositola	species	47865	Micromonospora inositola	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7974	point	no	0	47865	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47872	Micromonospora purpureochromogenes	species	47872	Micromonospora purpureochromogenes	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7976	point	no	0	47872	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47874	Micromonospora rosaria	species	47874	Micromonospora rosaria	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7893	point	no	0	47874	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora
47878	Pseudomonas azotoformans	species	47878	Pseudomonas azotoformans	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Lyubetsky et al., 2020	Lyu249	point	no	0	47878	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
47880	Pseudomonas fulva	species	47880	Pseudomonas fulva	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Lyubetsky et al., 2020	Lyu250	point	no	0	47880	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
47917	Serratia fonticola	species	47917	Serratia fonticola	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Lyubetsky et al., 2020	Lyu527	point	no	0	47917	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
47959	Annwoodia aquaesulis	species	47959	Annwoodia aquaesulis	43.0	meso	exact_taxid	3	43.0	45.0	45;43.0;43.0	BacDive;Tempura;ThermoBase	6140;ThermoBase879;Tempura836	point	no	0	47959	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Annwoodia
47960	Guyparkeria halophila	species	47960	Guyparkeria halophila	31.0	meso	exact_taxid	1	31.0	31.0	30-32	BacDive	6091	range_midpoint	yes	1	47960	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Guyparkeria
47988	Actinoplanes auranticolor	species	47988	Actinoplanes auranticolor	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7798	point	no	0	47988	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes
47989	Dactylosporangium roseum	species	47989	Dactylosporangium roseum	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7872	point	no	0	47989	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium
48003	Mycoplasmopsis pullorum	species	48003	Mycoplasmopsis pullorum	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu750	point	no	0	48003	Bacteria	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis
48074	Microbulbifer hydrolyticus	species	48074	Microbulbifer hydrolyticus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3226	point	no	0	48074	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer
48076	Marinobacterium iners	species	48076	Marinobacterium iners	37.0	meso	exact_taxid	1	37.0	37.0	37	BacDive	459	point	no	0	48076	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium
48382	Thermothrix thiopara	species	48382	Thermothrix thiopara	71.5	thermo	exact_taxid	2	71.5	71.5	71.5;71.5	Tempura;ThermoBase	ThermoBase265;Tempura234	point	no	0	48382	Bacteria					Thermothrix
48383	Thermothrix azorensis	species	48383	Thermothrix azorensis	77.0	thermo	exact_taxid	2	77.0	77.0	77.0;77.0	Tempura;ThermoBase	ThermoBase149;Tempura129	point	no	0	48383	Bacteria					Thermothrix
48664	Xanthomonas fragariae	species	48664	Xanthomonas fragariae	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Lyubetsky et al., 2020	Lyu290	point	no	0	48664	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas
48729	Rhabdochromatium marinum	species	48729	Rhabdochromatium marinum	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6831	point	no	0	48729	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rhabdochromatium
49283	Paenibacillus thiaminolyticus	species	49283	Paenibacillus thiaminolyticus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura2169	point	no	0	49283	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
49319	Rubrobacter xylanophilus	species	49319	Rubrobacter xylanophilus	60.0	thermo	exact_taxid	1	60.0	60.0	60.0	Lyubetsky et al., 2020	Lyu884	point	no	0	49319	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
49338	Desulfitobacterium hafniense	species	49338	Desulfitobacterium hafniense	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu693	point	no	0	49338	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium
49339	Methanothermobacter defluvii	species	49339	Methanothermobacter defluvii	61.2	thermo	exact_taxid	2	60.0	62.5	60.0;62.5	Tempura;ThermoBase	ThermoBase1183;Tempura451	point	no	0	49339	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
49340	Methanothermobacter thermoflexus	species	49340	Methanothermobacter thermoflexus	55.0	thermo	exact_taxid	2	55.0	55.0	55.0;55.0	Tempura;ThermoBase	ThermoBase1189;Tempura379	point	no	0	49340	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
49341	Methanothermobacter thermophilus	species	49341	Methanothermobacter thermophilus	56.0	thermo	exact_taxid	2	55.0	57.0	55.0;57.0	Tempura;ThermoBase	ThermoBase1190;Tempura482	point	no	0	49341	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
49547	Methanobrevibacter curvatus	species	49547	Methanobrevibacter curvatus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura7553	point	no	0	49547	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
49896	Acetomicrobium flavidum	species	49896	Acetomicrobium flavidum	58.0	thermo	exact_taxid	2	58.0	58.0	58.0;58.0	Tempura;ThermoBase	ThermoBase524;Tempura481	point	no	0	49896	Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium
49899	Thermococcus profundus	species	49899	Thermococcus profundus	80.0	thermo	exact_taxid	3	80.0	80.0	80.0;80.0;80.0	Lyubetsky et al., 2020;Tempura;ThermoBase	ThermoBase117;Lyu79;Tempura103	point	no	0	49899	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
49900	Thermococcus stetteri	species	49900	Thermococcus stetteri	75.0	thermo	exact_taxid	2	75.0	75.0	75.0;75.0	Tempura;ThermoBase	ThermoBase73;Tempura67	point	no	0	49900	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
50052	Mycoplasma crocodyli	species	50052	Mycoplasma crocodyli	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu383	point	no	0	50052	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
50715	Acidisphaera rubrifaciens	species	50715	Acidisphaera rubrifaciens	32.5	meso	exact_taxid	1	32.5	32.5	30-35	BacDive	67	range_midpoint	yes	1	50715	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
50718	Vibrio mytili	species	50718	Vibrio mytili	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5789	point	no	0	50718	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
50719	Vibrio diabolicus	species	50719	Vibrio diabolicus	37.5	meso	exact_taxid	1	37.5	37.5	37.5	Tempura	Tempura2235	point	no	0	50719	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
50728	Curtobacterium albidum	species	50728	Curtobacterium albidum	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7307	point	no	0	50728	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium
51101	Brevibacillus agri	species	51101	Brevibacillus agri	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4086	point	no	0	51101	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
51173	Ureibacillus thermosphaericus	species	51173	Ureibacillus thermosphaericus	60.0	thermo	exact_taxid	2	60.0	60.0	60.0;60.0	Tempura;ThermoBase	ThermoBase604;Tempura565	point	no	0	51173	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus
51195	Desulfofustis glycolicus	species	51195	Desulfofustis glycolicus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5793	point	no	0	51195	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis
51197	Syntrophobotulus glycolicus	species	51197	Syntrophobotulus glycolicus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5792	point	no	0	51197	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Syntrophobotulus
51365	Mycoplasma yeatsii	species	51365	Mycoplasma yeatsii	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu754	point	no	0	51365	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
51589	Haloarcula hispanica	species	51589	Haloarcula hispanica	40.0	meso	exact_taxid	3	37.5	40.0	40.0;37.5;40.0	Lyubetsky et al., 2020;Tempura;ThermoBase	ThermoBase1011;Lyu26;Tempura1061	point	no	0	51589	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula
51663	Pediococcus damnosus	species	51663	Pediococcus damnosus	22.0	meso	exact_taxid	1	22.0	22.0	22.0	Lyubetsky et al., 2020	Lyu151	point	no	0	51663	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
51665	Aerococcus urinaeequi	species	51665	Aerococcus urinaeequi	27.5	meso	species_taxid	1	27.5	27.5	25.0-30.0	BacDive	222	range_midpoint	yes	1	1120952	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
51669	Tetragenococcus halophilus	species	51669	Tetragenococcus halophilus	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Lyubetsky et al., 2020	Lyu481	point	no	0	51669	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus
52001	Stetteria hydrogenophila	species	52001	Stetteria hydrogenophila	95.0	thermo	exact_taxid	2	95.0	95.0	95.0;95.0	Tempura;ThermoBase	ThermoBase20;Tempura18	point	no	0	52001	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Stetteria
52021	Billgrantia desiderata	species	52021	Billgrantia desiderata	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura1254	point	no	0	52021	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Billgrantia
52022	Allomeiothermus silvanus	species	52022	Allomeiothermus silvanus	55.0	thermo	exact_taxid	2	55.0	55.0	55.0;55.0	Lyubetsky et al., 2020;Tempura	Lyu864;Tempura510	point	no	0	52022	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Allomeiothermus
52023	Calidithermus chliarophilus	species	52023	Calidithermus chliarophilus	50.0	thermo	exact_taxid	3	50.0	50.0	50.0;50.0;50.0	Tempura;ThermoBase	ThermoBase715;ThermoBase716;Tempura657	point	no	0	52023	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Calidithermus
52133	Acinetobacter venetianus	species	52133	Acinetobacter venetianus	33.5	meso	exact_taxid	1	33.5	33.5	33.5	BacDive	8144	point	no	0	52133	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
52443	Vibrio tapetis	species	52443	Vibrio tapetis	18.0	psychro	exact_taxid	1	18.0	18.0	18.0	Tempura	Tempura8567	point	no	0	52443	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
52584	Brachyspira pilosicoli	species	52584	Brachyspira pilosicoli	38.0	meso	exact_taxid	1	38.0	38.0	38.0	Lyubetsky et al., 2020	Lyu811	point	no	0	52584	Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira
52603	Sagittula stellata	species	52603	Sagittula stellata	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3249	point	no	0	52603	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sagittula
52689	Acetobacterium bakii	species	52689	Acetobacterium bakii	20.0	meso	exact_taxid	1	20.0	20.0	20.0	Tempura	Tempura8059	point	no	0	52689	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
52690	Acetobacterium carbinolicum	species	52690	Acetobacterium carbinolicum	20.0	meso	exact_taxid	1	20.0	20.0	20.0	Tempura	Tempura4129	point	no	0	52690	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
52691	Acetobacterium fimetarium	species	52691	Acetobacterium fimetarium	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6830	point	no	0	52691	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
52692	Acetobacterium malicum	species	52692	Acetobacterium malicum	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura4669	point	no	0	52692	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
52693	Acetobacterium paludosum	species	52693	Acetobacterium paludosum	20.0	meso	exact_taxid	1	20.0	20.0	20.0	Tempura	Tempura8058	point	no	0	52693	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
52694	Acetobacterium wieringae	species	52694	Acetobacterium wieringae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2066	point	no	0	52694	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
52695	Actinoplanes brasiliensis	species	52695	Actinoplanes brasiliensis	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7799	point	no	0	52695	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes
52696	Actinoplanes cyaneus	species	52696	Actinoplanes cyaneus	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7816	point	no	0	52696	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes
52697	Actinoplanes regularis	species	52697	Actinoplanes regularis	26.5	meso	exact_taxid	2	25.0	28.0	28;25.0	BacDive;Tempura	7812;Tempura7002	point	no	0	52697	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes
52699	Aeromicrobium fastidiosum	species	52699	Aeromicrobium fastidiosum	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7999	point	no	0	52699	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium
52704	Clostridium vincentii	species	52704	Clostridium vincentii	12.0	psychro	exact_taxid	1	12.0	12.0	12.0	Tempura	Tempura8599	point	no	0	52704	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
52762	Skermanella parooensis	species	52762	Skermanella parooensis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5791	point	no	0	52762	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Skermanella
52773	Schaalia meyeri	species	52773	Schaalia meyeri	33.5	meso	exact_taxid	2	33.5	33.5	30-37;33.5	BacDive;Lyubetsky et al., 2020	161;Lyu501	point;range_midpoint	yes	1	52773	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia
52786	Anaerofilum agile	species	52786	Anaerofilum agile	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1793	point	no	0	52786	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerofilum
52787	Anaerofilum pentosovorans	species	52787	Anaerofilum pentosovorans	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1792	point	no	0	52787	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerofilum
53245	Desulfonatronovibrio hydrogenovorans	species	53245	Desulfonatronovibrio hydrogenovorans	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2633	point	no	0	53245	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio
53247	Pseudoalteromonas antarctica	species	53247	Pseudoalteromonas antarctica	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura8144	point	no	0	53247	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
53254	Bosea thiooxidans	species	53254	Bosea thiooxidans	31.0	meso	exact_taxid	2	31.0	31.0	30-32;31.0	BacDive;Tempura	1786;Tempura6079	point;range_midpoint	yes	1	53254	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea
53336	Tatumella citrea	species	53336	Tatumella citrea	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Lyubetsky et al., 2020	Lyu201	point	no	0	53336	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
53342	Caloramator proteoclasticus	species	53342	Caloramator proteoclasticus	55.0	thermo	exact_taxid	2	55.0	55.0	55.0;55.0	Tempura;ThermoBase	ThermoBase462;Tempura424	point	no	0	53342	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
53343	Desulforamulus aeronauticus	species	53343	Desulforamulus aeronauticus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2792	point	no	0	53343	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus
53345	Enterococcus durans	species	53345	Enterococcus durans	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu595	point	no	0	53345	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
53346	Enterococcus mundtii	species	53346	Enterococcus mundtii	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu600	point	no	0	53346	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
53354	Streptococcus gallolyticus subsp. gallolyticus	subspecies	315405	Streptococcus gallolyticus	37.0	meso	species_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu778	point	no	0	315405	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
53356	Terracoccus luteus	species	53356	Terracoccus luteus	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	6291	point	no	0	53356	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terracoccus
53358	Intrasporangium calvum	species	53358	Intrasporangium calvum	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Lyubetsky et al., 2020	Lyu468	point	no	0	53358	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
53359	Dactylosporangium fulvum	species	53359	Dactylosporangium fulvum	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7873	point	no	0	53359	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium
53360	Dactylosporangium matsuzakiense	species	53360	Dactylosporangium matsuzakiense	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7871	point	no	0	53360	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium
53361	Dactylosporangium salmoneum	species	53361	Dactylosporangium salmoneum	28.0	meso	exact_taxid	2	28.0	28.0	28;28.0	BacDive;Tempura	7879;Tempura5790	point	no	0	53361	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium
53362	Dactylosporangium vinaceum	species	53362	Dactylosporangium vinaceum	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7874	point	no	0	53362	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium
53366	Catellatospora citrea	species	53366	Catellatospora citrea	31.0	meso	exact_taxid	1	31.0	31.0	31.0	Tempura	Tempura4892	point	no	0	53366	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Catellatospora
53367	Asanoa ferruginea	species	53367	Asanoa ferruginea	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7848	point	no	0	53367	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Asanoa
53371	Pilimelia anulata	species	53371	Pilimelia anulata	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	8023	point	no	0	53371	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Pilimelia
53374	Corynebacterium coyleae	species	53374	Corynebacterium coyleae	37.0	meso	exact_taxid	1	37.0	37.0	37	BacDive	3159	point	no	0	53374	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
53376	Mycobacterium heidelbergense	species	53376	Mycobacterium heidelbergense	34.0	meso	exact_taxid	1	34.0	34.0	34.0	Tempura	Tempura6036	point	no	0	53376	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
53388	Microlunatus antarcticus	species	53388	Microlunatus antarcticus	22.0	meso	exact_taxid	1	22.0	22.0	22.0	Tempura	Tempura8438	point	no	0	53388	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus
53399	Hyphomicrobium denitrificans	species	53399	Hyphomicrobium denitrificans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu370	point	no	0	53399	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium
53408	Pseudomonas citronellolis	species	53408	Pseudomonas citronellolis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu405	point	no	0	53408	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
53412	Pseudomonas resinovorans	species	53412	Pseudomonas resinovorans	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Lyubetsky et al., 2020	Lyu332	point	no	0	53412	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
