taxid	name	rank	species_taxid	species_name	ogt	regime	ogt_match_type	ogt_row_count	ogt_temp_min	ogt_temp_max	ogt_raw_temps	ogt_sources	ogt_source_ids	ogt_parse_modes	ogt_has_range	ogt_range_count	ogt_source_taxids	superkingdom	phylum	class	order	family	genus
873078	Thermosyntropha tengcongensis	species	873078	Thermosyntropha tengcongensis	60.0	thermo	exact_taxid	2	60.0	60.0	60.0;60.0	Tempura;ThermoBase	ThermoBase411;Tempura353	point	no	0	873078	Bacteria	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha
873516	Methylopila henanensis	species	873516	Methylopila henanensis	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura4232	point	no	0	873516	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylopilaceae	Methylopila
874156	Aurantiacibacter marinus	species	874156	Aurantiacibacter marinus	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7262	point	no	0	874156	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aurantiacibacter
874266	Rhabdothermus arcticus	species	874266	Rhabdothermus arcticus	65.0	thermo	exact_taxid	2	65.0	65.0	65.0;65.0	Tempura;ThermoBase	ThermoBase312;Tempura259	point	no	0	874266	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Rhabdothermus
874423	Aquimarina mytili	species	874423	Aquimarina mytili	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura6313	point	no	0	874423	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina
874454	Pseudoalteromonas arabiensis	species	874454	Pseudoalteromonas arabiensis	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura6974	point	no	0	874454	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
875041	Gemmobacter tilapiae	species	875041	Gemmobacter tilapiae	22.5	meso	exact_taxid	1	22.5	22.5	22.5	Tempura	Tempura6516	point	no	0	875041	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Gemmobacter
875042	Flavobacterium tilapiae	species	875042	Flavobacterium tilapiae	22.5	meso	exact_taxid	1	22.5	22.5	22.5	Tempura	Tempura8165	point	no	0	875042	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
875043	Rheinheimera tilapiae	species	875043	Rheinheimera tilapiae	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura8160	point	no	0	875043	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera
875171	Celeribacter baekdonensis	species	875171	Celeribacter baekdonensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5214	point	no	0	875171	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter
876269	Methyloferula stellata AR4	strain	876270	Methyloferula stellata	21.5	meso	exact_taxid	2	21.5	21.5	21.5;21.5	Tempura;aciDB	Tempura7394;aciDB191	point	no	0	876269	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methyloferula
876270	Methyloferula stellata	species	876270	Methyloferula stellata	21.5	meso	species_taxid	2	21.5	21.5	21.5;21.5	Tempura;aciDB	Tempura7394;aciDB191	point	no	0	876269	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methyloferula
876450	Kocuria assamensis	species	876450	Kocuria assamensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5213	point	no	0	876450	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
876478	Tepidiphilus thermophilus	species	876478	Tepidiphilus thermophilus	52.5	thermo	exact_taxid	2	52.5	52.5	52.5;52.5	Tempura;ThermoBase	ThermoBase682;Tempura693	point	no	0	876478	Bacteria	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus
877384	Pseudohoeflea suaedae	species	877384	Pseudohoeflea suaedae	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura3045	point	no	0	877384	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudohoeflea
877455	Methanobacterium lacus	species	877455	Methanobacterium lacus	30.0	meso	exact_taxid	2	30.0	30.0	30;30.0	BacDive;Tempura	6956;Tempura3240	point	no	0	877455	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
877464	Flavobacterium chungbukense	species	877464	Flavobacterium chungbukense	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7923	point	no	0	877464	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
877466	Thermoflexus hugenholtzii JAD2	strain	1495650	Thermoflexus hugenholtzii	73.8	thermo	exact_taxid	1	73.8	73.8	73.75	Tempura	Tempura276	point	no	0	877466	Bacteria	Chloroflexota	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus
877549	Cesiribacter roseus	species	877549	Cesiribacter roseus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5212	point	no	0	877549	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cesiribacteraceae	Cesiribacter
878212	Actinomycetospora rishiriensis	species	878212	Actinomycetospora rishiriensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura7620	point	no	0	878212	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora
879612	Megasphaera indica	species	879612	Megasphaera indica	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3398	point	no	0	879612	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
879969	Macellibacteroides fermentans	species	879969	Macellibacteroides fermentans	37.5	meso	exact_taxid	1	37.5	37.5	37.5	Tempura	Tempura2227	point	no	0	879969	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Macellibacteroides
879970	Defluviitalea saccharophila	species	879970	Defluviitalea saccharophila	52.5	thermo	exact_taxid	2	52.5	52.5	52.5;52.5	Tempura;ThermoBase	ThermoBase681;Tempura692	point	no	0	879970	Bacteria	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea
880057	Aliidiomarina minuta	species	880057	Aliidiomarina minuta	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2007	point	no	0	880057	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina
880073	Caldithrix abyssi DSM 13497	strain	187145	Caldithrix abyssi	60.0	thermo	exact_taxid	1	60.0	60.0	60.0	ThermoBase	ThermoBase403	point	no	0	880073	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix
880156	Photorhabdus heterorhabditis	species	880156	Photorhabdus heterorhabditis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2940	point	no	0	880156	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus
880478	Thermoanaerobacter siderophilus SR4	strain	106578	Thermoanaerobacter siderophilus	70.0	thermo	exact_taxid	1	70.0	70.0	70.0	Tempura	Tempura220	point	no	0	880478	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
880724	Methanotorris igneus Kol 5	strain	2189	Methanotorris igneus	88.0	thermo	exact_taxid	3	88.0	88.0	88.0;88.0;88.0	Lyubetsky et al., 2020;Tempura;ThermoBase	ThermoBase87;Lyu106;Tempura81	point	no	0	880724	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris
880732	Maritalea porphyrae	species	880732	Maritalea porphyrae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3817	point	no	0	880732	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Maritalea
881009	Mariniflexile aquimaris	species	881009	Mariniflexile aquimaris	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura7241	point	no	0	881009	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile
881268	Herbiconiux flava	species	881268	Herbiconiux flava	28.0	meso	exact_taxid	2	28.0	28.0	28;28.0	BacDive;Tempura	7512;Tempura5680	point	no	0	881268	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Herbiconiux
882090	Methanolinea tarda NOBI-1	strain	263906	Methanolinea tarda	50.0	thermo	exact_taxid	1	50.0	50.0	50.0	Tempura	Tempura797	point	no	0	882090	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea
882378	Mycetohabitans rhizoxinica HKI 454	strain	412963	Mycetohabitans rhizoxinica	30.5	meso	exact_taxid	1	30.5	30.5	30.5	BacDive	1976	point	no	0	882378	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans
882440	Actinomadura geliboluensis	species	882440	Actinomadura geliboluensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2011	point	no	0	882440	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura
882441	Actinoplanes abujensis	species	882441	Actinoplanes abujensis	27.5	meso	exact_taxid	2	27.5	27.5	25-30;27.5	BacDive;Tempura	7847;Tempura6312	point;range_midpoint	yes	1	882441	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes
882444	Amycolatopsis magusensis	species	882444	Amycolatopsis magusensis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5679	point	no	0	882444	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
882447	Nocardia thraciensis	species	882447	Nocardia thraciensis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5678	point	no	0	882447	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
882448	Nonomuraea jabiensis	species	882448	Nonomuraea jabiensis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5677	point	no	0	882448	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea
882449	Pseudonocardia cypriaca	species	882449	Pseudonocardia cypriaca	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura2140	point	no	0	882449	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
882451	Streptosporangium anatoliense	species	882451	Streptosporangium anatoliense	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5676	point	no	0	882451	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium
882452	Williamsia limnetica	species	882452	Williamsia limnetica	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5675	point	no	0	882452	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Williamsia
882626	Pseudoalteromonas xiamenensis	species	882626	Pseudoalteromonas xiamenensis	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura4116	point	no	0	882626	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
882800	Methylorubrum extorquens DSM 13060	strain	408	Methylorubrum extorquens	27.5	meso	species_taxid	1	27.5	27.5	27.5	Lyubetsky et al., 2020	Lyu243	point	no	0	408	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum
882824	Knoellia locipacati	species	882824	Knoellia locipacati	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5211	point	no	0	882824	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
883169	Corynebacterium otitidis ATCC 51513	strain	29321	Corynebacterium otitidis	37.0	meso	exact_taxid	1	37.0	37.0	37	BacDive	3245	point	no	0	883169	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
883812	Parageobacillus galactosidasius	species	883812	Parageobacillus galactosidasius	70.0	thermo	exact_taxid	2	70.0	70.0	70.0;70.0	Tempura;ThermoBase	ThermoBase283;Tempura242	point	no	0	883812	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Parageobacillus
884107	Schleiferia thermophila	species	884107	Schleiferia thermophila	50.0	thermo	exact_taxid	2	50.0	50.0	50.0;50.0	Tempura;ThermoBase	ThermoBase712;Tempura645	point	no	0	884107	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Schleiferia
884155	Meiothermus hypogaeus	species	884155	Meiothermus hypogaeus	50.0	thermo	exact_taxid	2	50.0	50.0	50.0;50.0	Tempura;ThermoBase	ThermoBase779;Tempura756	point	no	0	884155	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus
884684	Mageeibacillus indolicus	species	884684	Mageeibacillus indolicus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2756	point	no	0	884684	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus
884688	Parvibaculum hydrocarboniclasticum	species	884688	Parvibaculum hydrocarboniclasticum	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura3503	point	no	0	884688	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum
885475	Salipaludibacillus neizhouensis	species	885475	Salipaludibacillus neizhouensis	25.0	meso	exact_taxid	2	25.0	25.0	25;25.0	BacDive;Tempura	1293;Tempura7922	point	no	0	885475	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus
886292	Desulfotomaculum varum	species	886292	Desulfotomaculum varum	50.0	thermo	exact_taxid	2	50.0	50.0	50.0;50.0	Tempura;ThermoBase	ThermoBase818;Tempura784	point	no	0	886292	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfotomaculum
886377	Allomuricauda ruestringensis DSM 13258	strain	111501	Flagellimonas ruestringensis	25.0	meso	exact_taxid	1	25.0	25.0	20-30	BacDive	5619	range_midpoint	yes	1	886377	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas
886464	Plasticicumulans acidivorans	species	886464	Plasticicumulans acidivorans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6738	point	no	0	886464	Bacteria	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Plasticicumulans
886872	Leuconostoc lactis KCTC 3773	strain	1246	Leuconostoc lactis	25.0	meso	species_taxid	1	25.0	25.0	25.0	Lyubetsky et al., 2020	Lyu185	point	no	0	1246	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
887325	Lachnoanaerobaculum saburreum DSM 3986	strain	467210	Lachnoanaerobaculum saburreum	37.0	meso	species_taxid	1	37.0	37.0	37.0	Tempura	Tempura1737	point	no	0	467210	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum
887452	Streptomyces chlorus	species	887452	Streptomyces chlorus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2883	point	no	0	887452	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
887475	Streptomyces viridis	species	887475	Streptomyces viridis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5210	point	no	0	887475	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
887700	Acetobacter aceti NBRC 14818	strain	435	Acetobacter aceti	30.0	meso	species_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu339	point	no	0	435	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
887929	Pseudoramibacter alactolyticus ATCC 23263	strain	113287	Pseudoramibacter alactolyticus	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Tempura	Tempura2273	point	no	0	887929	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter
888061	Desulfomicrobium orale DSM 12838	strain	132132	Desulfomicrobium orale	37.0	meso	species_taxid	1	37.0	37.0	37.0	Tempura	Tempura4646	point	no	0	132132	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
888064	Enterococcus italicus DSM 15952	strain	246144	Enterococcus italicus	37.0	meso	exact_taxid	1	37.0	37.0	37	BacDive	5342	point	no	0	888064	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
889247	Campylobacter jejuni subsp. jejuni ATCC 33560	strain	197	Campylobacter jejuni	36.0	meso	species_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu587	point	no	0	197	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
889300	Nitratireductor aquimarinus	species	889300	Nitratireductor aquimarinus	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Tempura	Tempura4328	point	no	0	889300	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor
889306	Jeotgalibacillus soli	species	889306	Jeotgalibacillus soli	33.5	meso	exact_taxid	1	33.5	33.5	30-37	BacDive	1514	range_midpoint	yes	1	889306	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus
889453	Alkalitalea saponilacus	species	889453	Alkalitalea saponilacus	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Tempura	Tempura4183	point	no	0	889453	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkalitalea
889488	Zhongshania borealis	species	889488	Zhongshania borealis	22.5	meso	exact_taxid	1	22.5	22.5	22.5	Tempura	Tempura8243	point	no	0	889488	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Zhongshania
889520	Cohnella arctica	species	889520	Cohnella arctica	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7921	point	no	0	889520	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella
889944	Intrasporangium mesophilum	species	889944	Intrasporangium mesophilum	28.0	meso	exact_taxid	2	28.0	28.0	28;28.0	BacDive;Tempura	6247;Tempura5674	point	no	0	889944	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
890055	Pontibacter populi	species	890055	Pontibacter populi	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5209	point	no	0	890055	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter
890056	Pontibacter soli	species	890056	Pontibacter soli	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5673	point	no	0	890056	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter
890420	Halovenus aranensis	species	890420	Halovenus aranensis	40.0	meso	exact_taxid	2	40.0	40.0	40.0;40.0	Tempura;ThermoBase	ThermoBase1015;Tempura1054	point	no	0	890420	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus
890425	Salinivenus iranica	species	890425	Salinivenus iranica	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1167	point	no	0	890425	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Salinibacteraceae	Salinivenus
890426	Salinivenus lutea	species	890426	Salinivenus lutea	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1166	point	no	0	890426	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Salinibacteraceae	Salinivenus
891402	Halomonas sulfidaeris Esulfide1	strain	115553	Vreelandella sulfidaeris	27.5	meso	exact_taxid	2	27.5	27.5	27.5;27.5	BacDive;Tempura	6039;Tempura7037	point	no	0	891402	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella
891968	Acetomicrobium mobile DSM 13181	strain	97477	Acetomicrobium mobile	57.5	thermo	exact_taxid	1	57.5	57.5	57.5	ThermoBase	ThermoBase534	point	no	0	891968	Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium
903413	Isoptericola nanjingensis	species	903413	Isoptericola nanjingensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5208	point	no	0	903413	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola
903984	Enterococcus ureasiticus	species	903984	Enterococcus ureasiticus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2077	point	no	0	903984	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
904291	Microbacterium sediminis	species	904291	Microbacterium sediminis	28.0	meso	exact_taxid	2	28.0	28.0	28;28.0	BacDive;Tempura	7467;Tempura1265	point	no	0	904291	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
904715	Sphingomonas jejuensis	species	904715	Sphingomonas jejuensis	22.5	meso	exact_taxid	1	22.5	22.5	22.5	Tempura	Tempura6515	point	no	0	904715	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
906888	Nonlabens ulvanivorans	species	906888	Nonlabens ulvanivorans	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7181	point	no	0	906888	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens
907224	Peptoniphilus methioninivorax	species	907224	Peptoniphilus methioninivorax	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2755	point	no	0	907224	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
907462	Profundimonas piezophila	species	907462	Profundimonas piezophila	8.0	psychro	exact_taxid	1	8.0	8.0	8.0	Tempura	Tempura8630	point	no	0	907462	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Profundimonas
907463	Longimycelium tulufanense	species	907463	Longimycelium tulufanense	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1707	point	no	0	907463	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Longimycelium
907778	Pseudoroseomonas musae	species	907778	Pseudoroseomonas musae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3815	point	no	0	907778	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Pseudoroseomonas
907779	Roseomonas elaeocarpi	species	907779	Roseomonas elaeocarpi	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura7075	point	no	0	907779	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
908250	Rhodococcus trifolii	species	908250	Rhodococcus trifolii	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura1350	point	no	0	908250	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus
908355	Georgenia daeguensis	species	908355	Georgenia daeguensis	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura3181	point	no	0	908355	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Georgenia
